Protein_ID,Mean_Phi,Mean_Psi,Mean_Theta,Mean_Tau
Q08430,-72.42770508205128,8.024915415151513,99.68446080885779,9.764598363636365
Q10900,-72.12723637476924,26.002117350974157,101.75635091076921,5.8856563491692295
P33673,-69.94915001328903,4.098910881893687,98.67393713289037,28.504585734219265
P07515,-72.65385104545454,44.563599773863636,105.05477944318181,-13.14953169318182
P0A4D8,-70.99931154580152,22.569493376335878,102.0156330629771,7.894832755916031
O50515,-71.37504172795698,39.20546626731182,103.55260554838709,-11.010183279569894
P0A4G4,-73.18041432580647,24.073494722258065,101.02035908709678,3.2620308854838704
Q45068,-63.53733022150537,-28.931523919354838,93.98198572903226,47.56213290752688
P56968,-74.20169494656488,49.2956199340458,105.96926933206106,-20.648285409923663
O33702,-84.26648608275862,75.00168408206896,109.62805656551726,-46.71139402758621
A6QIG2,-83.84866592979452,72.97238580200343,108.62946964212328,-37.986402155136986
P41019,-72.97373865749319,26.37622224215259,101.61645861307902,4.202049965395094
P26900,-77.69756264133738,46.93047341338602,105.1180486443769,-21.591093775379935
Q59118,-77.82956560380117,75.80981307005263,109.1707849649123,-47.722981539473686
P16169,-76.9946254375,49.79795354318452,104.30540263095239,-17.6263970625
Q5FIJ4,-81.50449032460732,104.31535878272251,113.48619953403143,-76.24800447801047
Q45479,-65.86635087012988,-27.353434957792206,93.36319062337662,48.59119673376624
P36497,-71.35677523480662,6.920930185441991,98.91073696961325,22.754132087016576
P46831,-70.43629149174917,22.880976340739274,100.73168328382839,7.129572615511551
P00469,-75.95784685126583,37.241434032499996,103.07566258227847,-7.40064389556962
P47722,-72.83308044545456,26.56101420772727,101.6792590409091,3.654559004545455
P0A566,-64.04648586000002,-35.288341586399994,92.34166033,51.146397789999995
Q83GH3,-68.45199166666666,12.739714234855557,99.44824819333334,20.96926833377778
P22637,-76.68113820108695,58.55915855377718,106.35112661775362,-17.85388104646739
P40943,-76.21436621867322,39.38528867862408,103.06109208353807,2.845691977886978
O31760,-78.12978746126126,50.639685984288285,105.6647470972973,-23.126381103783782
Q8VL79,-68.7643415,16.25807399827586,99.00988199999999,21.297981974137926
P11701,-82.1953066128302,70.89868396361007,108.52639878867924,-28.940787371522013
P46922,-74.73437740955632,15.52770585010239,100.26031992832765,11.22590642662116
P0A312,-84.46059145333332,57.96373973466667,108.69072392000001,-45.30719030666666
P45741,-73.34677109046456,33.245456003679706,102.07722722493887,-1.4426313080684616
P0A3G5,-69.2765908628692,6.198655584725739,98.57335442405062,26.8977833871308
P22094,-65.11534010380622,-23.01793967484429,94.48785546712803,43.59955282352941
P82593,-79.49110554666666,71.12770563881939,109.0455384181818,-35.97605228084848
Q8G4D8,-72.35758964336372,45.073791867457956,103.96832416413375,-9.591949905369809
Q01467,-66.45782720930232,-33.255595891860466,93.02578666860467,53.872428517441854
Q9KWM4,-77.8658707719298,47.18610202105263,103.58550498245614,1.6063438947368425
O07628,-65.50294663917526,-27.873057413092784,93.51700779381441,48.785942216494846
Q8XMP3,-79.81089735507246,55.86872980379348,106.18228150181159,-16.040237704710144
P50012,-66.1060757811388,-17.483559805505337,95.48005395017793,36.24886310320285
P28618,-76.83556889302326,35.462103275302326,102.79730329302328,-2.3181338734883705
P0A5S6,-83.45790356026059,68.98420908534203,108.86287735179152,-49.041992370358315
P0A5I8,-75.8866476059322,64.41797201991525,108.63653831355931,-36.234818562288126
P50589,-73.01549437956204,37.43788756978102,104.4251922919708,-11.36432786861314
P26379,-70.27091683561643,6.89976809109589,99.84337019863014,11.620226849315072
O31749,-74.54688701666667,39.900731961666665,103.25550929166666,-17.8751629125
O32242,-67.97241791111112,4.7809085665555555,97.51563677777776,27.763926566666665
P72058,-68.53507755054432,-5.075671283244167,97.05063003576983,29.467236803110424
Q5HJF4,-68.84749098397864,15.942591348838453,99.94924706408544,9.616314901201601
P00343,-72.40414716257669,33.88859476217791,102.67959962576687,-5.300465857055216
P09401,-74.38934521982183,54.79875447073497,106.26730435634745,-22.355640344988863
A5H1G9,-70.72826877631579,-3.368689268421052,97.81663418421051,37.353242776315795
P39071,-74.01295638275862,36.165782818275865,103.1797862835249,4.3419380766283515
P11931,-69.64031126022728,20.279717033181818,100.36128151136363,4.743332292954544
Q8G7W9,-77.72059257142857,68.95452032186327,107.29713199795918,-23.415491285918367
P0A5P8,-72.80636706547618,62.702308865,107.26383267857143,-40.651827380952376
O32083,-75.11034378368794,30.813415930744686,102.13563737234043,7.688940510638299
P0A0A5,-74.32976763333333,24.5114684435,101.52874907380954,3.9416486011904768
O53441,-70.2015030516432,33.91990803035211,102.36516423004694,1.486315565727699
Q0TV31,-75.64760202512564,27.15563910105527,102.07395280150753,13.99188557889447
P46921,-66.43905583687943,-25.75995277471631,94.2396900390071,47.35609257801419
P46712,-73.23131211274038,38.41828295699519,103.94522147115384,-12.777669550480768
P40411,-67.79657675634517,0.7472058992385765,97.3990291395939,23.90584076649746
O53079,-76.67633941601562,41.766849155679694,104.53593340625,-13.008311450585936
P43440,-66.06576648558757,-26.432469212328154,93.90348192239469,48.08018810864745
P81715,-75.81071874885843,51.46384628884246,105.93679320319634,-17.465061353881282
P08656,-66.4652503671875,-10.586022395578127,95.7699904296875,49.323324367187496
O53078,-70.72553599337749,16.289333676490067,100.20882972847681,3.7077584370860928
Q50367,-82.92159306353591,87.89429503223757,111.5430624447514,-63.87284201878453
P36948,-64.29231021118014,-22.927288879192545,94.3719396863354,40.872158012422354
P15363,-76.36134200744416,30.51777523909429,101.85005723821341,8.181262650124069
Q01464,-72.36918242910447,21.190031898880594,100.86623057835821,2.912420981343284
P43131,-86.20539081288344,89.16471950236198,111.47511258588956,-56.435289116993864
P46713,-76.82875521828909,32.80468336165191,103.41208446312685,-8.951168034513275
P19571,-74.68074941119691,52.619949462451736,106.25555258108109,-22.536906843243248
Q48919,-78.18303979265092,115.73672336839894,113.8126032992126,-69.29530620997375
O68575,-74.68828593155894,28.91609990760456,102.49663830038024,-2.1466268783269964
P0A3S3,-75.11911947445256,50.37310065474452,105.3442864781022,-8.159957915328468
P0A2X4,-79.09163582545453,51.82989042378181,105.68564620000001,-19.57474143490909
P09616,-90.46877197805642,98.05017188495297,113.77469784326018,-62.270708535423196
Q08291,-62.80280247811447,-16.38512565670034,95.5455855993266,36.005680617845115
P20910,-84.0537491,95.52448543052726,113.12785337636363,-53.81414201745454
P34959,-68.69163385483871,-1.8327446709677424,96.38679166935484,50.19616837903225
Q9Z4P6,-78.66388568571429,69.30151477874604,107.77307728095236,-33.54380157688889
Q6YPH3,-75.88865694268775,26.117074654466403,101.40381547628459,11.146818751086958
P34024,-76.15076388328075,36.15835172242902,102.4045673533123,4.013295107255521
P45829,-67.37270124302789,-13.271019067729082,96.18947525099601,34.303349207171316
Q04FF6,-70.21914974204945,9.942720162243816,99.0088543886926,19.625425565371028
P34020,-73.21623410802468,35.51054894824074,103.70251370061727,-11.329548654320986
P81102,-73.68910748019802,24.345142812871288,100.74169698514852,7.3921997722772295
A5HZZ9,-79.96445584104939,49.712353787908945,104.84668423996912,-10.237992062183643
P07373,-67.43403092076503,-25.99687146612022,94.3693632431694,46.75855770573771
P42175,-74.60491712923452,41.79619022364006,103.92491048127036,-5.288362321286646
P71756,-71.830979032,34.875119554533335,103.54298367466664,-9.443807917333332
P68575,-74.619704125,28.841225680769227,102.52022791346154,-5.498945528846155
P22326,-73.95287697156398,26.48619491919431,101.82572740521329,-4.636082855450239
P26829,-75.18890777842005,47.514340646859345,105.30984444701348,-16.982357889017344
P46105,-64.43513814550174,-17.19357030750865,95.07162476297577,37.297442148788924
P55179,-77.51202273414634,51.93148643251219,105.37105655121951,-16.25061545280488
P06535,-77.105417203125,28.42797032263542,101.9392201875,9.59329011770833
P37105,-67.96020015022421,7.276292107085201,99.01081977578477,17.70111238116592
P39128,-66.86151288050314,-25.841237603144656,94.30992299371069,43.371907411949685
P38578,-62.85244292957748,57.08224831830986,105.82751684507043,-23.95089170422536
P82594,-83.88967552743902,99.14065800365854,113.64697220121951,-71.7289404402439
O34742,-65.58711809170306,-25.71080069231441,94.29652543668122,40.84645151528384
P42983,-71.4711730514706,44.300450743235295,104.41956346323529,-5.424257262279413
Q9ZN78,-73.36662823188406,35.488587780942034,102.51381494927536,-5.969023742753623
P54104,-66.75527315246636,-29.26302676242153,93.88263862556053,48.26943529596413
P42014,-70.63946659169551,9.69081985499481,99.51778271453288,11.509815745328721
P13267,-72.25974506750174,24.892905805853864,101.35172700765484,4.524944176539318
Q9EYW6,-97.2262449385321,104.05208356027524,114.06088470642204,-82.73823045871559
P20487,-64.1415912585034,-35.00974832653061,92.29089018367348,46.93233679591836
Q6E3K9,-76.39505693725489,41.75546540784313,103.92729346666667,-14.00617754901961
P0A670,-77.34981493636364,51.88611039727273,104.44729958636364,-17.444168933181825
Q2FWV6,-66.2819813862069,-23.8356513637931,93.79728281896551,48.60288158620689
O32130,-73.01680727507164,55.53922012283668,105.17094733810889,-12.175266948424067
P39129,-66.23444097966102,-25.680012058508474,94.26428929830507,47.483514284745766
P10424,-74.10186702287582,27.424604217647058,101.91006335294118,17.502756673202615
O06493,-65.29224048373983,-28.79957839360772,93.44453891260163,45.02277491463415
P59959,-74.79833413452916,53.48389211130044,105.23361515695065,-10.874888347982065
Q9KJT6,-88.35965327626458,102.52883193735408,113.98979476653696,-48.75941174902723
P26380,-77.93079932515339,40.79567006282209,103.93268054601226,-15.981465852760737
Q07428,-79.2506469224138,72.82992396775863,108.41878328448274,-30.10839473017241
P0A512,-69.14072142128603,16.619345024709535,100.15512235920177,9.083336052771617
Q9Z4Q7,-72.78638247520662,56.02896470731404,106.37936438429752,-30.07157956446281
Q03VA1,-72.60065296348314,26.773642614870788,101.35963391292134,4.207903558988765
A6QH29,-76.06125877160494,23.3020044657037,101.53303698148147,38.63954836502057
Q7NAT8,-73.89319649714285,11.771563029400001,99.15337375428571,14.721270485714284
Q46338,-79.32704308866995,56.69958421172414,106.12624626108375,-23.450339658620692
P81101,-70.19278993513514,3.2819034947027026,97.71282461621622,17.103430463243246
Q8RP81,-71.50905398173516,35.987583609027396,103.64017153881278,-8.045407399657533
Q07833,-87.60200793401886,103.77453265842202,114.60554014952871,-78.67427161593831
O07002,-65.76993201538461,-21.243983843761537,94.63854105961538,42.909766510480765
P50002,-71.64361303004291,27.50167582809013,102.38986879613735,-8.002972394420603
P54264,-73.12615200887574,26.25017666286982,101.53991434023669,11.671434016863905
Q44856,-75.79483571186441,16.98328311779661,100.80221694915255,10.379232889830506
P0A672,-70.42723858260871,28.79011089495652,102.04203565652175,-1.5022055869565223
Q59634,-76.80759353136531,46.240758083075036,104.78019296186963,-10.140144694993847
P32081,-81.97047676119402,101.7451265074627,118.17012123880598,-96.5286917761194
Q9ZBM2,-66.25512114233332,-12.033191443773335,95.87159007,35.09659669086667
P38037,-94.69637184444444,116.60020490333333,116.75946035555558,-96.48639286333334
A1R7K6,-71.20217362252964,27.22206956172332,101.37470964822134,2.260344252173911
P26235,-66.00198134203656,-30.310491948825064,93.44234339686683,46.04509283629243
P0A4L0,-81.8508333217163,63.711315169471106,107.12097927320491,-28.7146508704028
Q10744,-75.79006960890868,36.27142423064588,102.98796869933183,-4.377577919376392
Q3AB78,-69.33594633640554,6.963626754377881,98.98961423502305,14.350948011520734
P0A4Y0,-70.16003476072234,10.833047689548534,99.58537121218961,11.539829643340854
P10547,-85.49385219066939,94.56484832381338,112.58916187423935,-69.31664985740366
P47437,-80.77599100496278,47.66809841626551,104.31547075682383,-10.814140558188585
P39843,-65.2770724,-33.1199889895,93.1566266675,48.881366115
P39116,-83.0215934190476,97.10827670861906,112.58348505714285,-58.36836461690476
O34344,-67.84916359605911,-20.40889345310345,94.23370596059112,44.51132891133005
O69282,-73.04569400999999,38.71751870286,103.62893037599999,-9.253828099999998
P49022,-67.14172887569367,-19.763952795453942,94.628674236404,42.95660582830189
P45618,-81.75962187012988,86.6861682035065,111.46528486363637,-69.11460592857142
P42177,-65.08352055605381,-25.508026307623318,94.14250536322871,42.15717984618834
P46339,-66.34843879644012,-23.32512669773463,94.33873747572815,46.602026699029125
P14319,-66.87168496261683,-31.195185363551406,93.25051993457944,51.57518628037383
P81100,-75.87422316582915,65.6408838385176,108.93853640201006,-23.787287044221106
Q09T02,-76.85521899999999,44.20076486161764,105.1348780735294,-0.979464588235294
